Step	F1 (Hz)	F1 (ERB)	F2 (Hz)	F2 (ERB)
1	973.940638465478	15.083576121030259	2213.7354999502027	21.772413985450918
2	963.8422525500011	15.002720912504559	2221.8662280440085	21.80293948950739
3	953.8295810334471	14.921865703978861	2230.0270686439653	21.83346499356387
4	943.9017962178764	14.841010495453162	2238.218158701537	21.863990497620343
5	934.0580799700552	14.760155286927462	2246.439635958591	21.894516001676816
6	924.2976235863375	14.679300078401763	2254.6916389530884	21.92504150573329
7	914.6196276598383	14.598444869876065	2262.9743070248496	21.955567009789767
8	905.0233019498637	14.517589661350366	2271.287780321345	21.98609251384624
9	895.5078652535487	14.436734452824666	2279.6321998035523	22.016618017902715
10	886.0725452796531	14.355879244298967	2288.00770725186	22.04714352195919
11	876.7165785244875	14.275024035773269	2296.4144452720216	22.077669026015666
12	867.4392101499125	14.19416882724757	2304.8525573011584	22.10819453007214
13	858.2396938633806	14.11331361872187	2313.3221876138286	22.138720034128614
14	849.117291799977	14.03245841019617	2321.823481328132	22.169245538185088
15	840.0712744064161	13.951603201670473	2330.3565844118834	22.199771042241565
16	831.1009203269664	13.870747993144773	2338.9216436888264	22.23029654629804
17	822.2055162912566	13.789892784619074	2347.518806844918	22.260822050354513
18	813.3843570039325	13.709037576093376	2356.148222434656	22.29134755441099
19	804.6367450361215	13.628182367567677	2364.8100398874644	22.321873058467464
20	795.9619907186856	13.547327159041977	2373.504409514142	22.352398562523938
21	787.359412037204	13.466471950516278	2382.231482513365	22.38292406658041
22	778.8283345286791	13.38561674199058	2390.9914109782408	22.41344957063689
23	770.3680911799124	13.30476153346488	2399.7843479029307	22.443975074693363
24	761.9780223275329	13.22390632493918	2408.6104471893236	22.474500578749836
25	753.6574755596338	13.143051116413481	2417.4698636537787	22.50502608280631
26	745.4058056189969	13.062195907887784	2426.362753033913	22.535551586862788
27	737.2223743078731	12.981340699362084	2435.289271995466	22.56607709091926
28	729.1065503942843	12.900485490836385	2444.249578139219	22.596602594975735
29	721.0577095198271	12.819630282310687	2453.243830007969	22.627128099032213
30	713.0752341089385	12.738775073784987	2462.272187093584	22.657653603088686
31	705.1585132796085	12.657919865259288	2471.334809844101	22.68817910714516
32	697.3069427555056	12.577064656733588	2480.4318596709063	22.718704611201634
33	689.5199247794889	12.496209448207889	2489.563498955966	22.74923011525811
34	681.7968680284861	12.415354239682191	2498.7298910591285	22.779755619314585
35	674.1371875297041	12.334499031156492	2507.931200325498	22.81028112337106
36	666.5403045781583	12.253643822630792	2517.167592092867	22.840806627427533
37	659.0056466554846	12.172788614105094	2526.439232699219	22.87133213148401
38	651.5326473500219	12.091933405579395	2535.746289490296	22.901857635540484
39	644.1207462781321	12.011078197053696	2545.0889308272504	22.932383139596958
40	636.7693890067446	11.930222988527996	2554.4673260943455	22.962908643653435
41	629.4780269770923	11.849367780002297	2563.881645706735	22.99343414770991
42	622.2461174296267	11.768512571476599	2573.3320611183262	23.023959651766383
43	615.0731233300878	11.6876573629509	2582.818744829694	23.054485155822857
44	607.9585132967051	11.6068021544252	2592.341870396084	23.085010659879334
45	600.9017615285147	11.525946945899502	2601.901612435475	23.115536163935808
46	593.9023477347663	11.445091737373803	2611.498146636737	23.14606166799228
47	586.9597570654073	11.364236528848103	2621.1316497678426	23.176587172048755
48	580.0734800426181	11.283381320322405	2630.8022996841655	23.207112676105233
49	573.243012493386	11.202526111796706	2640.510275336853	23.237638180161706
50	566.467855483095	11.121670903271006	2650.255756781281	23.26816368421818
51	559.7475152501165	11.040815694745309	2660.038925185578	23.298689188274658
